temp,CforEin,CforDev
9.9,1.9039455734919103e-10,0.00840141718917322
10.0,2.5265582015873195e-10,0.008658585840694698
10.1,3.3333807299074713e-10,0.008920949641435506
10.2,4.3731694527812473e-10,0.009188560542265956
10.3,5.706048686230011e-10,0.00946147049389367
10.4,7.405794315882277e-10,0.009739731446831146
10.5,9.5624988813173e-10,0.010023395351352837
10.6,1.2285667919945126e-9,0.01031251415744626
10.7,1.5707801620219629e-9,0.010607139814754345
10.8,1.998852026248222e-9,0.010907324272507908
10.9,2.5319296426743514e-9,0.011213119479447014
11.0,3.1928861488237046e-9,0.011524577383729752
11.1,4.00893584691819e-9,0.011841749932826794
11.2,5.0123317832350114e-9,0.012164689073399963
11.3,6.241153725041727e-9,0.01249344675116298
11.4,7.740195072498838e-9,0.012828074910722223
11.5,9.561957661994516e-9,0.013168625495395487
11.6,1.1767763817405495e-8,0.013515150447006059
11.7,1.4428995382625108e-8,0.013867701705649866
11.8,1.762846981824696e-8,0.014226331209432817
11.9,2.1461963763505833e-8,0.014591090894175419
12.0,2.603989474753082e-8,0.014962032693081852
12.1,3.148917197789411e-8,0.0153392085363699
12.2,3.7955227335773734e-8,0.015722670350858746
12.3,4.5604237862455513e-8,0.01611247005951077
12.4,5.462555112831442e-8,0.016508659580923787
12.5,6.523432493006817e-8,0.016911290828769805
12.6,7.767439276256356e-8,0.01732041571117629
12.7,9.222136645553189e-8,0.0177360861300457
12.8,1.0918598725195349e-7,0.01815835398030907
12.9,1.2891773643155054e-7,0.01858727114910914
13.0,1.5180871634958615e-7,0.01902288951490849
13.1,1.782978124670588e-7,0.01946526094651802
13.2,2.0887514659345028e-7,0.019914437302040986
13.3,2.440868311477377e-7,0.020370470427727768
13.4,2.8454003376809746e-7,0.020833412156736404
13.5,3.30908361066813e-7,0.02130331430779405
13.6,3.8393756973573494e-7,0.021780228683754153
13.7,4.4445161256125775e-7,0.0222642070700444
13.8,5.133590262082956e-7,0.022755301233000468
13.9,5.916596668827764e-7,0.023253562918080294
14.0,6.804517991846923e-7,0.02375904384795407
14.1,7.809395426217178e-7,0.02427179572046493
